0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7
72,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,79
72,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,24,56,56,56,79
72,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,27,56,56,24,56,8,56,79
72,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,24,56,56,56,79
72,24,24,24,24,24,24,24,56,56,56,56,56,56,24,24,24,24,24,24,24,24,24,24,24,24,56,16,56,79
72,56,56,56,56,56,56,24,56,56,56,56,56,56,24,24,24,24,24,24,24,24,24,24,24,24,56,56,56,79
72,56,8,8,8,8,56,24,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,79
72,56,8,8,8,8,56,24,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,27,56,56,56,56,56,79
72,56,8,8,8,8,56,24,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,79
72,56,56,56,56,56,56,24,56,56,56,56,56,56,56,56,56,56,56,56,24,24,24,24,24,24,24,24,24,79
72,24,24,28,28,24,24,24,56,56,56,56,56,56,56,56,56,56,56,56,24,56,56,56,56,56,56,56,56,79
72,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,24,56,8,8,8,8,8,8,56,79
72,56,56,56,56,56,56,27,56,56,56,56,56,56,56,56,56,56,55,56,24,56,8,8,8,8,8,8,56,79
72,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,24,56,8,8,8,8,8,8,56,79
72,24,24,24,24,24,24,24,56,56,56,56,56,56,56,56,56,56,56,56,24,56,8,8,8,8,8,8,56,79
72,56,56,56,55,56,56,56,55,55,56,56,56,56,56,56,56,56,56,56,24,56,8,8,8,8,8,8,56,79
72,56,29,56,56,56,56,56,56,56,56,56,56,56,55,56,56,56,56,56,24,56,8,8,8,8,8,8,56,79
72,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,24,56,56,56,56,56,56,56,56,79
90,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,97
